rs,question,correct,distractor,successRate,question_correct,fill_in_blank,explicit_question,colon_end,what_was_first,true_false,has_img,has_code
193,"bit, ve kterém je 1, pokud je počet 1 v daném úseku dat lichý a 0, pokud je počet 1 sudý",paritní bit,plurální bit,63.294,"bit, ve kterém je 1, pokud je počet 1 v daném úseku dat lichý a 0, pokud je počet 1 sudý paritní bit",0,0,0,0,0,0,0
193,Paritní bit _ redundance.,je,není,64.734,Paritní bit _ redundance. je,1,0,0,0,0,0,0
193,Paritní bit obvykle zjistí chybu _ než jiné typy redundance.,méně často,častěji,37.442,Paritní bit obvykle zjistí chybu _ než jiné typy redundance. méně často,1,0,0,0,0,0,0
193,"číslo, které se přidá ke zprávě, aby celá dvojice měla určitou vlastnost (například byla dělitelná 11)",kontrolní číslo,chybové číslo,71.868,"číslo, které se přidá ke zprávě, aby celá dvojice měla určitou vlastnost (například byla dělitelná 11) kontrolní číslo",0,0,0,0,0,0,0
193,Kontrolní číslo _ redundance.,je,není,68.116,Kontrolní číslo _ redundance. je,1,0,0,0,0,0,0
193,Šum může zprávu při přenosu:,porušit,zrychlit,71.795,Šum může zprávu při přenosu: porušit,0,0,1,0,0,0,0
193,"médium, skrz které probíhá přenos zpráv mezi odesílatelem a příjemcem",komunikační kanál,integrační kanál,73.302,"médium, skrz které probíhá přenos zpráv mezi odesílatelem a příjemcem komunikační kanál",0,0,0,0,0,0,0
193,"V komunikačním kanálu může působit _, který porušuje posílané zprávy.",šum,šotek,79.863,"V komunikačním kanálu může působit _, který porušuje posílané zprávy. šum",1,0,0,0,0,0,0
193,"Komunikační kanál je často skupina více různých prostředků (software, hardware, ...), které spolupracují, aby mohl fungovat přenos dat.",pravda,nepravda,84.075,"Komunikační kanál je často skupina více různých prostředků (software, hardware, ...), které spolupracují, aby mohl fungovat přenos dat. pravda",0,0,0,0,1,0,0
193,Analogový signál je:,spojitý,nespojitý,73.21,Analogový signál je: spojitý,0,0,1,0,0,0,0
193,Digitální signál je:,nespojitý,spojitý,42.95,Digitální signál je: nespojitý,0,0,1,0,0,0,0
193,Digitální signál je na obrázku znázorněn:,modrými body,oranžovou linkou,51.508,Digitální signál je na obrázku znázorněn: modrými body,0,0,1,0,0,0,0
193,Analogový signál je na obrázku znázorněn:,oranžovou linkou,modrými body,58.118,Analogový signál je na obrázku znázorněn: oranžovou linkou,0,0,1,0,0,0,0
193,Vůči šumu je mnohem citlivější (snadněji se pokazí) _ signál.,analogový,digitální,53.191,Vůči šumu je mnohem citlivější (snadněji se pokazí) _ signál. analogový,1,0,0,0,0,0,0
193,Počítače pracují s _ signálem.,digitálním,analogovým,66.435,Počítače pracují s _ signálem. digitálním,1,0,0,0,0,0,0
193,Posloupnost bitů (0 a 1) je _ signál.,digitální,analogový,66.667,Posloupnost bitů (0 a 1) je _ signál. digitální,1,0,0,0,0,0,0
193,Zvukové vlnění je _ signál.,analogový,digitální,54.713,Zvukové vlnění je _ signál. analogový,1,0,0,0,0,0,0
193,Analogový signál může nabývat _ hodnot.,nekonečně mnoha,omezeného počtu,46.394,Analogový signál může nabývat _ hodnot. nekonečně mnoha,1,0,0,0,0,0,0
193,Digitální signál může nabývat _ hodnot.,omezeného počtu,nekonečně mnoha,49.658,Digitální signál může nabývat _ hodnot. omezeného počtu,1,0,0,0,0,0,0
193,Při převodu analogového na digitální signál _ k zaokrouhlování a ztrátě informací.,dochází,nedochází,67.079,Při převodu analogového na digitální signál _ k zaokrouhlování a ztrátě informací. dochází,1,0,0,0,0,0,0
193,V současnosti se k přenosu dat mezi počítači používá hlavně _ signál.,digitální,analogový,69.544,V současnosti se k přenosu dat mezi počítači používá hlavně _ signál. digitální,1,0,0,0,0,0,0
193,Datový proud se přenáší pomocí:,signálu,napětí,80.886,Datový proud se přenáší pomocí: signálu,0,0,1,0,0,0,0
193,Co chybí na místě otazníku?,dekódování,šifrování,73.031,Co chybí na místě otazníku? dekódování,0,1,0,0,0,0,0
193,Co chybí na místě otazníku?,kódování,dekomprimace,80.886,Co chybí na místě otazníku? kódování,0,1,0,0,0,0,0
193,Co chybí na místě otazníku?,komunikační kanál,kodér,66.219,Co chybí na místě otazníku? komunikační kanál,0,1,0,0,0,0,0
193,Co chybí na místě otazníku? ,šum,parita,73.66,Co chybí na místě otazníku?  šum,0,0,0,0,0,0,0
105,pohybový senzor,vstupní zařízení,výstupní zařízení,62.838,pohybový senzor vstupní zařízení,0,0,0,0,0,0,0
105,teplotní senzor,vstupní zařízení,výstupní zařízení,57.966,teplotní senzor vstupní zařízení,0,0,0,0,0,0,0
105,3D tiskárna,výstupní zařízení,vstupní zařízení,66.679,3D tiskárna výstupní zařízení,0,0,0,0,0,0,0
105,stylus,vstupní zařízení,výstupní zařízení,62.953,stylus vstupní zařízení,0,0,0,0,0,0,0
105,Stylus používáme například pro:,psaní na tabletu,záznam zvuku,76.925,Stylus používáme například pro: psaní na tabletu,0,0,1,0,0,0,0
105,Vstupní a výstupní zařízení se k počítači připojují přes:,porty,portýry,82.255,Vstupní a výstupní zařízení se k počítači připojují přes: porty,0,0,1,0,0,0,0
105,Může k počítači být připojeno víc vstupních zařízení najednou?,ano,ne,88.902,Může k počítači být připojeno víc vstupních zařízení najednou? ano,0,1,0,0,0,0,0
105,Na všech klávesnicích na světě jsou písmena s háčky a čárkami.,nepravda,pravda,66.534,Na všech klávesnicích na světě jsou písmena s háčky a čárkami. nepravda,0,0,0,0,1,0,0
105,Rozložení znaků na klávesnici se často liší podle jazyka (země).,pravda,nepravda,80.13,Rozložení znaků na klávesnici se často liší podle jazyka (země). pravda,0,0,0,0,1,0,0
105,Jaké znaky budou posílat jednotlivé klávesy na klávesnici do počítače:,lze nastavit v počítači,je neměnně určeno klávesnicí,64.859,Jaké znaky budou posílat jednotlivé klávesy na klávesnici do počítače: lze nastavit v počítači,0,0,1,0,0,0,0
105,QWERTY,rozložení znaků na klávesnici,typ monitoru,73.266,QWERTY rozložení znaků na klávesnici,0,0,0,0,0,0,0
105,Existují i jiná rozložení kláves na klávesnici než QWERTY.,pravda,nepravda,80.924,Existují i jiná rozložení kláves na klávesnici než QWERTY. pravda,0,0,0,0,1,0,0
105,Klávesnice vestavěné v notebooku _ numerickou klávesnici.,často nemají,vždy mají,57.684,Klávesnice vestavěné v notebooku _ numerickou klávesnici. často nemají,1,0,0,0,0,0,0
105,Klávesnice a myš:,mohou být bezdrátové,se vždy připojují kabelem,85.665,Klávesnice a myš: mohou být bezdrátové,0,0,1,0,0,0,0
105,"Existují počítačové myši, které umožňují ergonomičtější držení ruky.",pravda,nepravda,85.501,"Existují počítačové myši, které umožňují ergonomičtější držení ruky. pravda",0,0,0,0,1,0,0
105,Počítačové myši s více tlačítky se využijí spíše pro:,hraní počítačových her,hledání na internetu,75.33,Počítačové myši s více tlačítky se využijí spíše pro: hraní počítačových her,0,0,1,0,0,0,0
105,Existují počítačové myši pro leváky.,pravda,nepravda,79.864,Existují počítačové myši pro leváky. pravda,0,0,0,0,1,0,0
106,„mozek počítače“,procesor,zvuková karta,89.23,„mozek počítače“ procesor,0,0,0,0,0,0,0
106,Procesor spouští počítačové programy.,pravda,nepravda,86.078,Procesor spouští počítačové programy. pravda,0,0,0,0,1,0,0
106,Sečtení dvou čísel v procesoru provede:,aritmeticko-logická jednotka,registr,76.352,Sečtení dvou čísel v procesoru provede: aritmeticko-logická jednotka,0,0,1,0,0,0,0
106,Procesor je:,integrovaný obvod,introvertní obvod,73.824,Procesor je: integrovaný obvod,0,0,1,0,0,0,0
106,V jednom integrovaném obvodu jsou dnes řádově _ tranzistorů.,miliardy,stovky,74.951,V jednom integrovaném obvodu jsou dnes řádově _ tranzistorů. miliardy,1,0,0,0,0,0,0
106,Integrovaným obvodům se také říká:,čipy,porty,71.011,Integrovaným obvodům se také říká: čipy,0,0,1,0,0,0,0
106,"Programy v počítači běží tak, že procesor provádí jejich základní instrukce.",pravda,nepravda,86.306,"Programy v počítači běží tak, že procesor provádí jejich základní instrukce. pravda",0,0,0,0,1,0,0
106,Informace o aktuálně zpracovávaných programech si procesor ukládá v:,operační paměti,síťové kartě,69.278,Informace o aktuálně zpracovávaných programech si procesor ukládá v: operační paměti,0,0,1,0,0,0,0
106,Hardware v počítači je napájený:,ze základní desky,z operační paměti,72.201,Hardware v počítači je napájený: ze základní desky,0,0,1,0,0,0,0
106,Jednotlivé hardwarové součástky uvnitř počítače jsou propojeny přes:,základní desku,svazky kabelů,74.054,Jednotlivé hardwarové součástky uvnitř počítače jsou propojeny přes: základní desku,0,0,1,0,0,0,0
106,Do základní desky se zapojují jednotlivé hardwarové součástky.,pravda,nepravda,86.27,Do základní desky se zapojují jednotlivé hardwarové součástky. pravda,0,0,0,0,1,0,0
106,fyzické součásti počítače,hardware,software,74.812,fyzické součásti počítače hardware,0,0,0,0,0,0,0
106,"Mikrofon, reproduktory a sluchátka se k počítači připojují přes:",zvukovou kartu,grafickou kartu,79.862,"Mikrofon, reproduktory a sluchátka se k počítači připojují přes: zvukovou kartu",0,0,1,0,0,0,0
106,Monitor se k počítači připojuje přes:,grafickou kartu,síťovou kartu,57.167,Monitor se k počítači připojuje přes: grafickou kartu,0,0,1,0,0,0,0
106,Internetový kabel se připojuje k:,síťové kartě,operační paměti,66.318,Internetový kabel se připojuje k: síťové kartě,0,0,1,0,0,0,0
106,Počítač se může připojit k internetu díky:,síťové kartě,zvukové kartě,88.469,Počítač se může připojit k internetu díky: síťové kartě,0,0,1,0,0,0,0
106,Jaké pixely se mají rozsvítit na monitoru určuje:,grafická karta,procesor,69.379,Jaké pixely se mají rozsvítit na monitoru určuje: grafická karta,0,0,1,0,0,0,0
106,Jak se mají rozeznít připojené reproduktory určuje:,zvuková karta,procesor,71.625,Jak se mají rozeznít připojené reproduktory určuje: zvuková karta,0,0,1,0,0,0,0
106,Data stahovaná z internetu přijímá:,síťová karta,zvuková karta,87.432,Data stahovaná z internetu přijímá: síťová karta,0,0,1,0,0,0,0
106,Hardwarové součástky spolu komunikují přes:,základní desku,dlouhodobou paměť,67.954,Hardwarové součástky spolu komunikují přes: základní desku,0,0,1,0,0,0,0
106,"Kdybychom z počítače vyndali všechno kromě procesoru, mohli bychom ho používat beze změny.",nepravda,pravda,73.699,"Kdybychom z počítače vyndali všechno kromě procesoru, mohli bychom ho používat beze změny. nepravda",0,0,0,0,1,0,0
106,Když stolní počítač odpojíme od elektřiny:,přestane pracovat,bude pracovat dál,81.529,Když stolní počítač odpojíme od elektřiny: přestane pracovat,0,0,1,0,0,0,0
107,Operační paměť spouští počítačové programy.,nepravda,pravda,33.179,Operační paměť spouští počítačové programy. nepravda,0,0,0,0,1,0,0
107,Do operační paměti máme přístup v Průzkumníku souborů.,nepravda,pravda,36.553,Do operační paměti máme přístup v Průzkumníku souborů. nepravda,0,0,0,0,1,0,0
107,Do operační paměti si ukládá data:,procesor,uživatel,65.219,Do operační paměti si ukládá data: procesor,0,0,1,0,0,0,0
107,"Když už nemáme místo na pevném disku v počítači, můžeme nějaká data uložit do:",externího disku,operační paměti,65.364,"Když už nemáme místo na pevném disku v počítači, můžeme nějaká data uložit do: externího disku",0,0,1,0,0,0,0
107,"Když už nemáme místo v paměti telefonu, můžeme si paměť zvětšit:",paměťovou kartou,HDD,82.061,"Když už nemáme místo v paměti telefonu, můžeme si paměť zvětšit: paměťovou kartou",0,0,1,0,0,0,0
107,Pro zálohování dat mimo počítač se může použít:,externí disk,operační paměť,66.102,Pro zálohování dat mimo počítač se může použít: externí disk,0,0,1,0,0,0,0
107,"Na flash disk se běžně vejdou všechna data, která máme uložená v počítači.",nepravda,pravda,57.942,"Na flash disk se běžně vejdou všechna data, která máme uložená v počítači. nepravda",0,0,0,0,1,0,0
107,Pravděpodobnější kapacita pevného disku v současném notebooku je:,1 TB,1 GB,65.378,Pravděpodobnější kapacita pevného disku v současném notebooku je: 1 TB,0,0,1,0,0,0,0
107,Mobilní telefony mají obvykle _ kapacitu paměti v porovnání s počítači.,menší,stejnou,80.192,Mobilní telefony mají obvykle _ kapacitu paměti v porovnání s počítači. menší,1,0,0,0,0,0,0
107,HDD,dlouhodobá paměť,operační paměť,68.375,HDD dlouhodobá paměť,0,0,0,0,0,0,0
107,SSD,dlouhodobá paměť,operační paměť,61.701,SSD dlouhodobá paměť,0,0,0,0,0,0,0
107,"Flash disk v sobě uchová data, i když není připojený k počítači.",pravda,nepravda,80.096,"Flash disk v sobě uchová data, i když není připojený k počítači. pravda",0,0,0,0,1,0,0
107,"Když vypneme počítač, co se stane s operační pamětí?",vymaže se,zůstanou v ní všechna data,48.778,"Když vypneme počítač, co se stane s operační pamětí? vymaže se",0,1,0,0,0,0,0
107,"Když vyndáme SD kartu z telefonu a zapojíme ji do jiného zařízení, původní data:",na ní zůstanou,se vymažou,80.487,"Když vyndáme SD kartu z telefonu a zapojíme ji do jiného zařízení, původní data: na ní zůstanou",0,0,1,0,0,0,0
107,RAM obsahuje polovodiče.,pravda,nepravda,77.016,RAM obsahuje polovodiče. pravda,0,0,0,0,1,0,0
107,Fotografie v digitálních fotoaparátech se obvykle ukládají na:,SD kartu,magnetický pevný disk,74.993,Fotografie v digitálních fotoaparátech se obvykle ukládají na: SD kartu,0,0,1,0,0,0,0
107,"Když otevřeme fotografii v prohlížeči fotografií, uloží se do:",operační paměti,pevného disku,61.043,"Když otevřeme fotografii v prohlížeči fotografií, uloží se do: operační paměti",0,0,1,0,0,0,0
107,Když otevřeme textový dokument v editoru:,uloží se do operační paměti,zůstane na pevném disku,61.622,Když otevřeme textový dokument v editoru: uloží se do operační paměti,0,0,1,0,0,0,0
107,Aktivita při hraní počítačové hry se ukládá do:,operační paměti,externího flash disku,64.27,Aktivita při hraní počítačové hry se ukládá do: operační paměti,0,0,1,0,0,0,0
107,"Když spustíme písničku v přehrávači hudby, z dlouhodobé paměti se zkopíruje do:",operační paměti,jiného místa v dlouhodobé paměti,66.227,"Když spustíme písničku v přehrávači hudby, z dlouhodobé paměti se zkopíruje do: operační paměti",0,0,1,0,0,0,0
107,Externí disk bývá zabudován uvnitř počítače.,nepravda,pravda,49.302,Externí disk bývá zabudován uvnitř počítače. nepravda,0,0,0,0,1,0,0
107,Kapacitu dlouhodobé paměti můžeme rozšířit:,externím diskem,operační pamětí,64.371,Kapacitu dlouhodobé paměti můžeme rozšířit: externím diskem,0,0,1,0,0,0,0
107,Externí disk se k počítači může připojit přes _ port.,USB,HDMI,68.063,Externí disk se k počítači může připojit přes _ port. USB,1,0,0,0,0,0,0
107,"disk, který není vestavěný v počítači, ale připojuje se zvlášť",externí disk,expertní disk,74.625,"disk, který není vestavěný v počítači, ale připojuje se zvlášť externí disk",0,0,0,0,0,0,0
107,Lze mazat data z paměti na pevném disku?,ano,ne,82.448,Lze mazat data z paměti na pevném disku? ano,0,1,0,0,0,0,0
107,"Když klikneme na „smazat soubor“ v počítači, zmizí data souboru z paměti úplně?",ne,ano,68.752,"Když klikneme na „smazat soubor“ v počítači, zmizí data souboru z paměti úplně? ne",0,1,0,0,0,0,0
107,"Když stáhneme fotografie z SD karty do počítače, uloží se v _ paměti.",dlouhodobé,operační,58.115,"Když stáhneme fotografie z SD karty do počítače, uloží se v _ paměti. dlouhodobé",1,0,0,0,0,0,0
107,"Slovo „náhodný“ v názvu paměti RAM (paměť s náhodným přístupem) znamená, že:",lze okamžitě přistoupit na jakékoli místo v paměti,se náhodně generují data v paměti,59.425,"Slovo „náhodný“ v názvu paměti RAM (paměť s náhodným přístupem) znamená, že: lze okamžitě přistoupit na jakékoli místo v paměti",0,0,1,0,0,0,0
107,"Na obrázku je správce úloh, který poskytuje informace o běžících programech. Která aplikace spotřebovává největší množství operační paměti?",Google Chrome,Microsoft Word,74.491,"Na obrázku je správce úloh, který poskytuje informace o běžících programech. Která aplikace spotřebovává největší množství operační paměti? Google Chrome",0,1,0,0,0,0,0
107,"Na obrázku je správce úloh, který poskytuje informace o běžících programech. Jak velká část operační paměti je využita?",56 %,0 %,88.029,"Na obrázku je správce úloh, který poskytuje informace o běžících programech. Jak velká část operační paměti je využita? 56 %",0,1,0,0,0,0,0
107,"Na obrázku je správce úloh, který nám dává informace o běžících programech. Která aplikace spotřebovává více operační paměti?",Fotky,Průzkumník Windows,58.774,"Na obrázku je správce úloh, který nám dává informace o běžících programech. Která aplikace spotřebovává více operační paměti? Fotky",0,1,0,0,0,0,0
106,"Na obrázku je správce úloh, který nám dává informace o běžících programech. Procesor je v tuto chvíli spíše _ využitý.",málo,hodně,64.204,"Na obrázku je správce úloh, který nám dává informace o běžících programech. Procesor je v tuto chvíli spíše _ využitý. málo",1,0,0,0,0,0,0
119,Přes počítačové sítě si počítače mohou posílat soubory.,pravda,nepravda,89.894,Přes počítačové sítě si počítače mohou posílat soubory. pravda,0,0,0,0,1,0,0
119,Přes počítačové sítě si počítače mohou posílat zprávy.,pravda,nepravda,89.915,Přes počítačové sítě si počítače mohou posílat zprávy. pravda,0,0,0,0,1,0,0
119,Přes počítačové sítě mohou počítače sdílet úložný prostor.,pravda,nepravda,83.885,Přes počítačové sítě mohou počítače sdílet úložný prostor. pravda,0,0,0,0,1,0,0
119,Přes počítačové sítě mohou počítače využívat jiné počítače pro provedení výpočtů náročných na výkon.,pravda,nepravda,83.455,Přes počítačové sítě mohou počítače využívat jiné počítače pro provedení výpočtů náročných na výkon. pravda,0,0,0,0,1,0,0
119,"Když stahujeme soubor z internetu, komunikujeme s jiným počítačem přes počítačovou síť.",pravda,nepravda,79.276,"Když stahujeme soubor z internetu, komunikujeme s jiným počítačem přes počítačovou síť. pravda",0,0,0,0,1,0,0
119,Počítačová síť je složená pouze ze stolních počítačů.,nepravda,pravda,70.608,Počítačová síť je složená pouze ze stolních počítačů. nepravda,0,0,0,0,1,0,0
119,"Data, která si uložím v internetovém úložišti, jsou fyzicky uložena:",v jiném počítači připojeném k internetu,někde v kabelech,78.714,"Data, která si uložím v internetovém úložišti, jsou fyzicky uložena: v jiném počítači připojeném k internetu",0,0,1,0,0,0,0
119,Propojením více LAN (místních sítí) můžeme vytvořit WAN (větší síť).,pravda,nepravda,80.652,Propojením více LAN (místních sítí) můžeme vytvořit WAN (větší síť). pravda,0,0,0,0,1,0,0
119,Komunikaci po síti s jinými kontinenty zajišťují:,kabely natažené pod mořem,vysokorychlostní letadla,76.946,Komunikaci po síti s jinými kontinenty zajišťují: kabely natažené pod mořem,0,0,1,0,0,0,0
119,"Počítačové sítě mohou propojovat i např. chytrá zařízení (senzory, spotřebiče atd.).",pravda,nepravda,85.798,"Počítačové sítě mohou propojovat i např. chytrá zařízení (senzory, spotřebiče atd.). pravda",0,0,0,0,1,0,0
119,"Dva počítače, které spolu mohou komunikovat, _ počítačovou síť.",tvoří,netvoří,87.583,"Dva počítače, které spolu mohou komunikovat, _ počítačovou síť. tvoří",1,0,0,0,0,0,0
119,V každé počítačové síti mezi každými dvěma počítači vede speciální kabel.,nepravda,pravda,63.242,V každé počítačové síti mezi každými dvěma počítači vede speciální kabel. nepravda,0,0,0,0,1,0,0
119,"Když si zobrazím webovou stránku, její podobu:",mi poslal jiný počítač na síti,vytáhl webový prohlížeč z kabelů,63.054,"Když si zobrazím webovou stránku, její podobu: mi poslal jiný počítač na síti",0,0,1,0,0,0,0
119,LAN může pokrývat např. jednu:,školu,zemi,73.305,LAN může pokrývat např. jednu: školu,0,0,1,0,0,0,0
119,K počítačové síti se dá připojit:,přes kabel i bezdrátově,pouze přes kabel,87.388,K počítačové síti se dá připojit: přes kabel i bezdrátově,0,0,1,0,0,0,0
119,Jeden počítač může být součástí více počítačových sítí.,pravda,nepravda,86.812,Jeden počítač může být součástí více počítačových sítí. pravda,0,0,0,0,1,0,0
119,Internet je jediná počítačová síť na světě.,nepravda,pravda,67.025,Internet je jediná počítačová síť na světě. nepravda,0,0,0,0,1,0,0
119,Internet se skládá pouze z webových stránek.,nepravda,pravda,71.507,Internet se skládá pouze z webových stránek. nepravda,0,0,0,0,1,0,0
119,Smartphony se _ připojit k počítačovým sítím.,dokáží,nedokáží,88.379,Smartphony se _ připojit k počítačovým sítím. dokáží,1,0,0,0,0,0,0
128,Délka úhlopříčky displeje notebooku bude spíše:,"15"" (palců)","5"" (palců)",76.699,"Délka úhlopříčky displeje notebooku bude spíše: 15"" (palců)",0,0,1,0,0,0,0
128,Délka úhlopříčky displeje tabletu bude spíše:,"10"" (palců)","20"" (palců)",75.761,"Délka úhlopříčky displeje tabletu bude spíše: 10"" (palců)",0,0,1,0,0,0,0
128,Délka úhlopříčky displeje smartphonu bude spíše:,"6"" (palců)","15"" (palců)",72.691,"Délka úhlopříčky displeje smartphonu bude spíše: 6"" (palců)",0,0,1,0,0,0,0
128,náhrada počítačové myši vestavěná v těle notebooku,touchpad,smartwatch,81.895,náhrada počítačové myši vestavěná v těle notebooku touchpad,0,0,0,0,0,0,0
128,V tabletu bývá obvykle vestavěná klávesnice.,nepravda,pravda,60.765,V tabletu bývá obvykle vestavěná klávesnice. nepravda,0,0,0,0,1,0,0
128,Na tablet můžeme obvykle psát speciálním perem (stylus).,pravda,nepravda,90.606,Na tablet můžeme obvykle psát speciálním perem (stylus). pravda,0,0,0,0,1,0,0
128,Stolní počítače bývají _ než notebooky.,větší,menší,85.224,Stolní počítače bývají _ než notebooky. větší,1,0,0,0,0,0,0
128,Tablety bývají _ než notebooky.,menší,větší,84.386,Tablety bývají _ než notebooky. menší,1,0,0,0,0,0,0
128,"Smartphone můžeme obvykle používat, i když není zrovna připojený do elektrické sítě.",pravda,nepravda,86.588,"Smartphone můžeme obvykle používat, i když není zrovna připojený do elektrické sítě. pravda",0,0,0,0,1,0,0
128,"Notebook můžeme obvykle používat, i když není zrovna připojený do elektrické sítě.",pravda,nepravda,83.222,"Notebook můžeme obvykle používat, i když není zrovna připojený do elektrické sítě. pravda",0,0,0,0,1,0,0
128,Smartphone je typ počítače.,pravda,nepravda,44.631,Smartphone je typ počítače. pravda,0,0,0,0,1,0,0
128,Akumulátor (baterie) zajišťující provoz zařízení bez připojení do elektřiny je:,v notebooku,ve stolním počítači,68.621,Akumulátor (baterie) zajišťující provoz zařízení bez připojení do elektřiny je: v notebooku,0,0,1,0,0,0,0
128,Součástí smartphonu je akumulátor (baterie).,pravda,nepravda,87.023,Součástí smartphonu je akumulátor (baterie). pravda,0,0,0,0,1,0,0
119,Internet se skládá z:,mnoha menších propojených sítí,jedné centrálně řízené sítě,76.052,Internet se skládá z: mnoha menších propojených sítí,0,0,1,0,0,0,0
105,Monitor v pohotovostním (standby) režimu:,spotřebovává malé množství elektřiny,nespotřebovává žádnou elektřinu,74.895,Monitor v pohotovostním (standby) režimu: spotřebovává malé množství elektřiny,0,0,1,0,0,0,0
213,Údaje jsou vzestupně seřazeny:,podle počtu čepic,abecedně podle jména trpaslíka,67.503,Údaje jsou vzestupně seřazeny: podle počtu čepic,0,0,1,0,0,0,0
57,Co mají slova společného?,slabiku,slovní druh,55.865,Co mají slova společného? slabiku,0,1,0,0,0,0,0
57,Co mají slova společného?,slovní druh,písmeno,81.877,Co mají slova společného? slovní druh,0,1,0,0,0,0,0
57,Co mají slova společného?,obsahují „len“,počet písmen,83.642,Co mají slova společného? obsahují „len“,0,1,0,0,0,0,0
57,Co mají slova společného?,téma,slovní druh,82.525,Co mají slova společného? téma,0,1,0,0,0,0,0
57,Co mají slova společného?,konec,začátek,79.203,Co mají slova společného? konec,0,1,0,0,0,0,0
57,Co mají slova společného?,4. písmeno,3. písmeno,82.655,Co mají slova společného? 4. písmeno,0,1,0,0,0,0,0
57,Co mají slova společného?,počet slabik,počet písmen,78.156,Co mají slova společného? počet slabik,0,1,0,0,0,0,0
57,Které další slovo se hodí k následujícím?,zelená,štětec,89.106,Které další slovo se hodí k následujícím? zelená,0,1,0,0,0,0,0
57,Které další slovo se hodí k následujícím?,šílet,skákat,69.151,Které další slovo se hodí k následujícím? šílet,0,1,0,0,0,0,0
57,Které další slovo se hodí k následujícím?,odvážný,průhledný,78.04,Které další slovo se hodí k následujícím? odvážný,0,1,0,0,0,0,0
57,Které další slovo se hodí k následujícím?,kříže,kostky,75.868,Které další slovo se hodí k následujícím? kříže,0,1,0,0,0,0,0
57,Které další slovo se hodí k následujícím?,tramvaj,koleje,85.175,Které další slovo se hodí k následujícím? tramvaj,0,1,0,0,0,0,0
183,"Poznáme z obrázku, jak dlouho se spolu postavy kamarádí?",ne,ano,74.263,"Poznáme z obrázku, jak dlouho se spolu postavy kamarádí? ne",0,1,0,0,0,0,0
183,Obrázek zachycuje pouze část skutečnosti. Co zachycuje?,existenci vztahů,sílu vztahů,64.383,Obrázek zachycuje pouze část skutečnosti. Co zachycuje? existenci vztahů,0,1,0,0,0,0,0
183,"Poznáme z obrázku sílu jednotlivých přátelství (např. jestli jsou dvě postavy nejlepší kamarádi, nebo se spolu jen občas baví)?",ne,ano,69.599,"Poznáme z obrázku sílu jednotlivých přátelství (např. jestli jsou dvě postavy nejlepší kamarádi, nebo se spolu jen občas baví)? ne",0,1,0,0,0,0,0
183,"Poznáme z obrázku, jestli je určité místo na kopci nebo v údolí?",ne,ano,70.654,"Poznáme z obrázku, jestli je určité místo na kopci nebo v údolí? ne",0,1,0,0,0,0,0
183,"Poznáme z obrázku, kde se potkávají různé cesty?",ano,ne,75.155,"Poznáme z obrázku, kde se potkávají různé cesty? ano",0,1,0,0,0,0,0
183,Kdo má nejvíc sledujících?,Julie,Petr,82.324,Kdo má nejvíc sledujících? Julie,0,1,0,0,0,0,0
183,Kolik lidí sleduje Martin?,3,5,82.158,Kolik lidí sleduje Martin? 3,0,1,0,0,0,0,0
183,Kolik sledujících má Petr?,2,1,78.506,Kolik sledujících má Petr? 2,0,1,0,0,0,0,0
183,Kolik lidí sleduje Eva?,3,2,69.433,Kolik lidí sleduje Eva? 3,0,1,0,0,0,0,0
183,Kdo má právě jednoho sledujícího?,Ondra,Martin,75.173,Kdo má právě jednoho sledujícího? Ondra,0,1,0,0,0,0,0
183,Kdo sleduje 3 lidi?,Eva,Petr,80.78,Kdo sleduje 3 lidi? Eva,0,1,0,0,0,0,0
183,Kdo sleduje Petra?,Eva,Ondra,83.137,Kdo sleduje Petra? Eva,0,1,0,0,0,0,0
183,Koho sleduje Ondra?,Martina,Evu,82.238,Koho sleduje Ondra? Martina,0,1,0,0,0,0,0
183,Koho sleduje Petr?,Julii,Martina,84.084,Koho sleduje Petr? Julii,0,1,0,0,0,0,0
183,Koho sleduje Eva i Ondra?,Martina,Petra,80.065,Koho sleduje Eva i Ondra? Martina,0,1,0,0,0,0,0
183,Kdo sleduje Petra i Martina?,Eva,Julie,77.048,Kdo sleduje Petra i Martina? Eva,0,1,0,0,0,0,0
183,Která dvojice se sleduje navzájem?,Petr a Julie,Martin a Petr,78.776,Která dvojice se sleduje navzájem? Petr a Julie,0,1,0,0,0,0,0
183,Která dvojice se nesleduje navzájem?,Ondra a Julie,Eva a Martin,71.233,Která dvojice se nesleduje navzájem? Ondra a Julie,0,1,0,0,0,0,0
183,"Julie začala sledovat Evu. Jak změníme obrázek, aby odpovídal situaci?",přidáme šipku od Julie k Evě,otočíme existující šipku mezi Evou a Julií,66.349,"Julie začala sledovat Evu. Jak změníme obrázek, aby odpovídal situaci? přidáme šipku od Julie k Evě",0,1,0,0,0,0,0
183,"Jak z obrázku poznáme, že se dvě osoby sledují navzájem?",vedou mezi nimi šipky oběma směry,jsou blízko od sebe,79.387,"Jak z obrázku poznáme, že se dvě osoby sledují navzájem? vedou mezi nimi šipky oběma směry",0,1,0,0,0,0,0
183,"Můžeme z obrázku poznat, kdy někdo začal někoho sledovat?",ne,ano,67.673,"Můžeme z obrázku poznat, kdy někdo začal někoho sledovat? ne",0,1,0,0,0,0,0
